name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Đà Nẵng, Việt Nam",2000-01-01,25.0,19.1,21.5,25.0,19.1,21.5,19.6,89.3,0.7,100.0,4.17,['rain'],,,,21.6,10.5,,58.1,7.3,,,,,06:14:40,17:25:53,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-02,22.1,19.2,21.0,22.1,19.2,21.0,19.7,92.4,0.825,100.0,16.67,['rain'],,,,14.4,3.2,,88.1,5.9,,,,,06:15:01,17:26:28,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-03,25.1,18.7,21.5,25.1,18.7,21.5,19.4,88.7,4.1,100.0,4.17,['rain'],,,,10.8,348.9,,86.1,6.6,,,,,06:15:23,17:27:04,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-04,26.1,17.9,22.9,26.1,17.9,22.9,19.9,84.7,0.0,0.0,0.0,,,,,14.4,117.6,,50.0,7.4,,,,,06:15:43,17:27:39,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-05,28.0,19.9,23.8,29.7,19.9,24.0,20.9,85.5,0.0,0.0,0.0,,,,,14.4,112.9,,41.1,7.9,,,,,06:16:02,17:28:15,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-06,27.1,18.4,23.1,29.3,18.4,23.3,21.3,90.5,0.0,0.0,0.0,,,,,14.4,123.5,,35.9,7.2,,,,,06:16:20,17:28:51,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-07,27.6,21.0,23.6,29.8,21.0,23.8,21.4,88.5,0.0,0.0,0.0,,,,,18.0,99.2,,52.1,8.1,,,,,06:16:37,17:29:27,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-08,26.1,20.4,23.3,26.1,20.4,23.3,20.5,85.0,0.0,0.0,0.0,,,,,18.0,135.6,,34.0,9.2,,,,,06:16:53,17:30:03,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-09,27.1,20.0,22.8,28.9,20.0,22.9,20.3,86.8,0.0,0.0,0.0,,,,,18.0,137.7,,29.5,8.1,,,,,06:17:08,17:30:39,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-10,28.1,18.1,23.3,29.3,18.1,23.5,20.3,84.8,0.0,0.0,0.0,,,,,14.4,127.0,,30.5,9.1,,,,,06:17:22,17:31:15,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-11,28.1,19.4,24.3,30.8,19.4,24.9,22.3,89.3,0.0,0.0,0.0,,,,,14.4,133.2,,38.5,9.6,,,,,06:17:35,17:31:52,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-12,28.1,23.0,25.3,31.4,23.0,26.0,23.5,90.8,0.0,0.0,0.0,,,,,18.0,117.9,,60.5,8.3,,,,,06:17:47,17:32:28,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-13,27.1,21.9,24.9,29.7,21.9,25.4,23.1,90.1,0.0,0.0,0.0,,,,,14.4,118.0,,61.1,10.1,,,,,06:17:57,17:33:04,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-14,26.1,22.6,24.8,26.1,22.6,24.8,23.0,89.9,0.0,0.0,0.0,,,,,14.4,132.6,,77.7,7.3,,,,,06:18:07,17:33:40,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-15,27.2,21.2,24.4,29.8,21.2,24.9,22.3,88.5,0.0,0.0,0.0,,,,,17.9,133.6,,63.3,7.2,,,,,06:18:15,17:34:16,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-16,28.0,21.1,24.5,30.2,21.1,24.9,22.0,86.8,0.0,0.0,0.0,,,,,18.0,123.3,,42.6,10.2,,,,,06:18:22,17:34:52,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-17,27.0,21.1,24.3,28.6,21.1,24.3,21.2,83.9,0.0,0.0,0.0,,,,,21.5,75.7,,77.6,10.9,,,,,06:18:28,17:35:28,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-18,26.0,19.2,22.8,26.0,19.2,22.8,20.4,86.7,0.733,100.0,8.33,['rain'],,,,25.1,15.1,,77.2,7.8,,,,,06:18:33,17:36:03,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-19,21.1,17.9,19.5,21.1,17.9,19.5,17.0,85.6,96.981,100.0,29.17,['rain'],,,,18.0,343.4,,91.1,8.8,,,,,06:18:37,17:36:38,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-20,21.1,15.9,19.3,21.1,15.9,19.3,16.3,83.2,0.303,100.0,8.33,['rain'],,,,10.8,314.6,,89.5,10.8,,,,,06:18:39,17:37:13,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-21,25.1,18.0,21.3,25.1,18.0,21.3,18.6,85.3,0.703,100.0,8.33,['rain'],,,,18.0,6.2,,58.6,5.8,,,,,06:18:41,17:37:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-22,25.1,18.2,21.9,25.1,18.2,21.9,19.1,84.3,0.503,100.0,8.33,['rain'],,,,18.0,15.6,,76.1,8.1,,,,,06:18:41,17:38:22,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-23,26.1,19.7,22.9,26.1,19.7,22.9,20.1,84.6,0.0,0.0,0.0,,,,,32.3,26.5,,76.9,10.4,,,,,06:18:40,17:38:56,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-24,25.0,19.7,22.2,25.0,19.7,22.2,20.7,91.5,0.802,100.0,12.5,['rain'],,,,25.2,21.5,,92.0,7.9,,,,,06:18:37,17:39:30,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-25,22.1,19.7,20.9,22.1,19.7,20.9,20.7,98.9,20.639,100.0,29.17,['rain'],,,,21.6,13.6,,85.0,4.1,,,,,06:18:34,17:40:03,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-26,19.1,16.2,18.4,19.1,16.2,18.4,18.2,98.3,70.15,100.0,16.67,['rain'],,,,28.7,21.9,,100.0,3.6,,,,,06:18:29,17:40:36,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-27,18.1,16.0,17.5,18.1,16.0,17.5,17.0,96.6,16.211,100.0,25.0,['rain'],,,,21.6,23.3,,100.0,2.7,,,,,06:18:24,17:41:08,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-28,22.0,15.7,18.6,22.0,15.7,18.6,15.6,83.4,3.045,100.0,12.5,['rain'],,,,10.8,339.7,,87.2,8.8,,,,,06:18:17,17:41:40,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-29,21.0,15.9,19.1,21.0,15.9,19.1,16.7,86.3,1.502,100.0,16.67,['rain'],,,,21.6,1.2,,91.4,8.0,,,,,06:18:08,17:42:12,0.76,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-30,18.1,14.3,17.1,18.1,14.3,17.1,16.9,98.8,35.256,100.0,29.17,['rain'],,,,18.0,341.3,,91.6,5.5,,,,,06:17:59,17:42:43,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-01-31,19.1,14.2,17.2,19.1,14.2,17.2,15.4,89.0,4.713,100.0,16.67,['rain'],,,,18.0,340.8,,91.5,6.9,,,,,06:17:49,17:43:14,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-01,20.1,14.2,17.9,20.1,14.2,17.9,15.6,86.7,3.233,100.0,20.83,['rain'],,,,18.0,9.3,,86.7,6.7,,,,,06:17:37,17:43:44,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-02,22.1,14.6,18.5,22.1,14.6,18.5,15.4,82.4,2.0,100.0,4.17,['rain'],,,,18.0,14.5,,91.7,9.2,,,,,06:17:24,17:44:13,0.89,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-03,24.0,15.4,19.9,24.0,15.4,19.9,16.4,80.9,0.0,0.0,0.0,,,,,32.3,22.0,,75.6,9.3,,,,,06:17:10,17:44:42,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-04,24.1,16.4,21.6,24.1,16.4,21.6,17.8,79.9,0.0,0.0,0.0,,,,,21.6,2.0,,71.7,9.6,,,,,06:16:55,17:45:11,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-05,25.1,19.4,22.1,25.1,19.4,22.1,20.1,88.8,2.0,100.0,16.67,['rain'],,,,28.7,17.2,,65.1,9.1,,,,,06:16:39,17:45:39,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-06,23.1,19.0,20.3,23.1,19.0,20.3,19.2,93.2,5.03,100.0,20.83,['rain'],,,,21.6,9.4,,85.6,5.5,,,,,06:16:22,17:46:06,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-07,21.1,17.2,19.7,21.1,17.2,19.7,18.0,90.4,4.703,100.0,16.67,['rain'],,,,10.8,337.0,,91.9,7.4,,,,,06:16:03,17:46:33,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-08,24.1,17.9,20.5,24.1,17.9,20.5,16.8,80.0,0.0,0.0,0.0,,,,,32.3,18.6,,51.1,6.9,,,,,06:15:44,17:47:00,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-09,24.1,17.1,20.4,24.1,17.1,20.4,16.6,80.2,0.0,0.0,0.0,,,,,14.4,46.2,,54.8,8.6,,,,,06:15:23,17:47:26,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-10,25.1,17.1,20.8,25.1,17.1,20.8,17.8,84.1,0.0,0.0,0.0,,,,,14.4,125.0,,78.3,6.5,,,,,06:15:02,17:47:51,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-11,25.1,16.4,21.7,25.1,16.4,21.7,18.1,81.7,0.0,0.0,0.0,,,,,10.8,77.1,,59.4,7.3,,,,,06:14:39,17:48:16,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-12,25.1,17.4,21.5,25.1,17.4,21.5,18.9,86.0,0.0,0.0,0.0,,,,,10.8,125.2,,53.5,7.4,,,,,06:14:16,17:48:40,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-13,26.1,17.7,23.0,26.1,17.7,23.0,20.0,84.2,0.008,100.0,4.17,['rain'],,,,14.4,135.1,,36.5,10.4,,,,,06:13:51,17:49:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-14,27.1,19.9,23.0,29.3,19.9,23.3,21.0,89.1,0.003,100.0,4.17,['rain'],,,,18.0,2.2,,66.7,8.6,,,,,06:13:26,17:49:26,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-15,26.0,19.9,22.8,26.0,19.9,22.8,20.4,87.2,0.1,100.0,4.17,['rain'],,,,18.0,92.5,,61.1,8.9,,,,,06:12:59,17:49:49,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-16,24.1,18.7,22.6,24.1,18.7,22.6,20.3,87.4,0.0,0.0,0.0,,,,,14.4,116.4,,81.1,5.9,,,,,06:12:32,17:50:11,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-17,26.1,20.1,23.4,26.1,20.1,23.4,20.9,86.5,0.0,0.0,0.0,,,,,14.4,107.7,,70.1,6.0,,,,,06:12:04,17:50:32,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-18,28.6,20.9,24.7,30.3,20.9,25.0,21.8,85.4,0.1,100.0,4.17,['rain'],,,,14.4,184.4,,51.9,11.0,,,,,06:11:34,17:50:53,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-19,28.1,21.9,25.0,32.1,21.9,26.1,23.2,90.2,0.0,0.0,0.0,,,,,18.0,124.7,,64.7,8.1,,,,,06:11:04,17:51:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-20,30.1,23.0,25.9,35.2,23.0,27.2,23.7,89.0,0.0,0.0,0.0,,,,,14.4,118.7,,50.1,9.5,,,,,06:10:33,17:51:33,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-21,29.1,23.6,26.1,32.9,23.6,27.6,23.6,86.5,0.0,0.0,0.0,,,,,21.6,136.7,,53.4,11.1,,,,,06:10:02,17:51:52,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-22,29.1,21.9,24.5,32.9,21.9,25.2,22.9,91.4,0.103,100.0,8.33,['rain'],,,,21.5,6.7,,67.9,9.3,,,,,06:09:29,17:52:11,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-23,28.1,21.2,24.9,32.1,21.2,26.1,22.8,88.7,0.703,100.0,8.33,['rain'],,,,14.4,15.9,,59.5,9.0,,,,,06:08:56,17:52:29,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-24,26.1,19.2,23.0,26.1,19.2,23.0,19.9,83.4,0.005,100.0,8.33,['rain'],,,,36.0,23.6,,67.3,11.2,,,,,06:08:22,17:52:47,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-25,25.1,16.7,21.4,25.1,16.7,21.4,17.4,78.8,0.503,100.0,8.33,['rain'],,,,32.4,356.9,,87.4,10.8,,,,,06:07:47,17:53:04,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-26,21.1,15.2,19.2,21.1,15.2,19.2,14.7,75.6,2.039,100.0,12.5,['rain'],,,,32.4,354.7,,91.1,10.9,,,,,06:07:11,17:53:21,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-27,23.1,14.7,19.4,23.1,14.7,19.4,15.0,76.7,0.303,100.0,8.33,['rain'],,,,25.2,11.8,,87.9,11.1,,,,,06:06:35,17:53:37,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-28,22.1,15.6,18.8,22.1,15.6,18.8,15.9,84.1,1.703,100.0,16.67,['rain'],,,,18.0,336.2,,92.4,10.1,,,,,06:05:58,17:53:53,0.77,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-02-29,21.1,16.2,19.5,21.1,16.2,19.5,14.7,74.0,0.606,100.0,16.67,['rain'],,,,10.8,319.2,,90.5,10.8,,,,,06:05:21,17:54:08,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-01,21.1,14.9,18.7,21.1,14.9,18.7,14.3,75.9,0.104,100.0,12.5,['rain'],,,,14.4,331.7,,91.4,11.8,,,,,06:04:42,17:54:23,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-02,22.1,15.2,19.7,22.1,15.2,19.7,15.3,76.3,0.703,100.0,8.33,['rain'],,,,21.6,357.8,,90.5,11.5,,,,,06:04:04,17:54:38,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-03,23.1,16.6,20.2,23.1,16.6,20.2,17.8,86.7,1.403,100.0,12.5,['rain'],,,,21.6,355.1,,79.0,12.1,,,,,06:03:24,17:54:52,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-04,25.1,18.4,21.8,25.1,18.4,21.8,19.8,89.2,0.003,100.0,4.17,['rain'],,,,18.0,354.9,,77.8,8.9,,,,,06:02:45,17:55:05,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-05,26.1,20.2,23.3,26.1,20.2,23.3,20.4,84.5,0.006,100.0,8.33,['rain'],,,,14.4,43.2,,64.1,8.6,,,,,06:02:04,17:55:19,0.97,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-06,26.1,21.4,23.7,26.1,21.4,23.7,20.4,82.6,0.006,100.0,8.33,['rain'],,,,18.0,45.0,,81.1,11.2,,,,,06:01:23,17:55:32,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-07,26.1,19.2,23.6,26.1,19.2,23.6,20.3,82.4,0.7,100.0,4.17,['rain'],,,,18.0,100.2,,66.5,10.4,,,,,06:00:42,17:55:44,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-08,27.1,21.1,23.8,28.3,21.1,23.8,21.5,87.7,0.0,0.0,0.0,,,,,14.4,111.3,,75.7,8.0,,,,,06:00:00,17:55:57,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-09,27.1,23.0,24.3,29.7,23.0,24.5,22.6,91.1,0.0,0.0,0.0,,,,,18.0,129.4,,65.2,4.5,,,,,05:59:18,17:56:09,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-10,26.1,23.0,24.6,26.1,23.0,24.6,22.5,88.9,0.0,0.0,0.0,,,,,18.0,115.9,,50.6,6.7,,,,,05:58:36,17:56:20,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-11,28.1,22.1,24.4,32.1,22.1,25.2,22.6,90.2,0.0,0.0,0.0,,,,,25.2,83.2,,47.9,7.2,,,,,05:57:53,17:56:32,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-12,27.1,21.1,24.2,29.7,21.1,24.6,22.4,90.1,0.705,100.0,12.5,['rain'],,,,21.6,21.2,,61.0,7.1,,,,,05:57:09,17:56:43,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-13,25.1,20.6,22.4,25.1,20.6,22.4,21.0,92.0,0.703,100.0,8.33,['rain'],,,,18.0,0.1,,91.4,7.4,,,,,05:56:26,17:56:54,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-14,28.1,20.4,24.5,30.8,20.4,25.2,21.9,86.0,0.0,0.0,0.0,,,,,10.8,88.3,,62.7,8.4,,,,,05:55:42,17:57:05,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-15,28.1,21.9,25.2,31.4,21.9,26.0,22.6,85.8,0.005,100.0,8.33,['rain'],,,,18.0,118.4,,55.5,7.9,,,,,05:54:58,17:57:15,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-16,29.1,22.6,25.8,32.9,22.6,27.1,22.8,84.0,0.0,0.0,0.0,,,,,14.4,80.1,,71.9,11.7,,,,,05:54:14,17:57:25,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-17,28.1,22.6,25.8,32.1,22.6,27.2,23.7,88.8,0.7,100.0,4.17,['rain'],,,,18.0,129.3,,64.0,9.1,,,,,05:53:29,17:57:35,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-18,29.4,22.2,25.7,34.8,22.2,26.5,22.9,85.3,0.0,0.0,0.0,,,,,21.6,138.7,,66.7,10.7,,,,,05:52:44,17:57:45,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-19,28.1,23.0,25.8,30.8,23.0,26.6,22.9,84.7,0.003,100.0,4.17,['rain'],,,,18.0,110.5,,70.6,8.2,,,,,05:51:59,17:57:55,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-20,29.1,23.4,26.0,32.1,23.4,27.2,23.0,84.5,0.0,0.0,0.0,,,,,18.0,131.9,,65.6,8.6,,,,,05:51:14,17:58:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-21,29.1,20.9,25.6,32.9,20.9,26.7,23.1,86.8,0.0,0.0,0.0,,,,,18.0,121.9,,40.5,7.1,,,,,05:50:29,17:58:14,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-22,29.1,22.4,25.3,32.1,22.4,26.2,22.9,87.4,0.0,0.0,0.0,,,,,18.0,133.8,,39.5,6.3,,,,,05:49:44,17:58:23,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-23,30.1,21.9,25.8,32.0,21.9,26.8,22.2,81.8,0.0,0.0,0.0,,,,,18.0,97.1,,58.4,9.1,,,,,05:48:58,17:58:33,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-24,28.1,23.6,25.9,29.7,23.6,26.5,21.5,77.7,0.0,0.0,0.0,,,,,18.0,85.5,,60.0,10.3,,,,,05:48:13,17:58:42,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-25,27.1,22.2,24.6,29.7,22.2,24.9,22.2,86.9,0.011,100.0,8.33,['rain'],,,,18.0,18.1,,69.0,6.1,,,,,05:47:28,17:58:51,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2000-03-26,28.1,18.4,24.1,29.7,18.4,24.4,20.9,82.6,1.8,100.0,8.33,['rain'],,,,18.0,15.5,,56.5,7.0,,,,,05:46:42,17:59:00,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
